,Title,Authors,Categories,Keywords,Description,Type of (possible) format,,,,,,,,,
172,Structures for the pathway pictured in Figure 12. from Isomers and energy landscapes of micro-hydrated sulfite and chlorate clusters,"['by John C. Hey Emily J. Doyle Yuting Chen Roy L. Johnston', 'John C. Hey', 'John C. Hey', 'Emily J. Doyle', 'Emily J. Doyle', 'Yuting Chen', 'Yuting Chen', 'Roy L. Johnston', 'Roy L. Johnston']","['Environmental Chemistry', 'Astrophysics', 'Planetary Science', 'Atmospheric Sciences not elsewhere classified', 'Physical Chemistry not elsewhere classified', 'Theoretical and Computational Chemistry not elsewhere classified']","['sulfite', 'chlorate', 'water', 'gas-phase', 'hydration', 'nucleation']","Structures and energies for minima and transition states in the pathway pictured in Figure 12, in XYZ format.",.xyz,,,,,,,,,
173,C74,"['by Ayano Nakagawa Shinobu Aoyagi Haruka Omachi Katsuma Ishino Makiko Nishino Jeremy Rio Chris Ewels Hisanori Shinohara', 'Ayano Nakagawa', 'Ayano Nakagawa', 'Shinobu Aoyagi', 'Shinobu Aoyagi', 'Haruka Omachi', 'Haruka Omachi', 'Katsuma Ishino', 'Katsuma Ishino', 'Makiko Nishino', 'Makiko Nishino', 'Jeremy Rio', 'Jeremy Rio', 'Chris Ewels', 'Chris Ewels', 'Hisanori Shinohara', 'Hisanori Shinohara']","['Synthesis of Materials', 'Organic Chemical Synthesis', 'Physical Chemistry not elsewhere classified', 'Nanotechnology not elsewhere classified']","['metallofullerenes', 'gadolinium', 'x-ray crystallography analysis', 'density functional calculations']",xyz structure file of DFT optimised C74 molecule,.xyz,,,,,,,,,
174,Putative global minima for hydrated sulfite ions with 1-20 water molecules. from Isomers and energy landscapes of micro-hydrated sulfite and chlorate clusters,"['by John C. Hey Emily J. Doyle Yuting Chen Roy L. Johnston', 'John C. Hey', 'John C. Hey', 'Emily J. Doyle', 'Emily J. Doyle', 'Yuting Chen', 'Yuting Chen', 'Roy L. Johnston', 'Roy L. Johnston']","['Environmental Chemistry', 'Astrophysics', 'Planetary Science', 'Atmospheric Sciences not elsewhere classified', 'Physical Chemistry not elsewhere classified', 'Theoretical and Computational Chemistry not elsewhere classified']","['sulfite', 'chlorate', 'water', 'gas-phase', 'hydration', 'nucleation']",Putative GM structures and energies in kcal/mol for sulfite ions with 1-20 water molecules in XYZ format.,.xyz,,,,,,,,,
175,Gd@C74(CF3)-2 from Isolation and structure determination of missing fullerenes Gd@C74(CF3)n through in situ trifluoromethylation,"['by Ayano Nakagawa Shinobu Aoyagi Haruka Omachi Katsuma Ishino Makiko Nishino Jeremy Rio Chris Ewels Hisanori Shinohara', 'Ayano Nakagawa', 'Ayano Nakagawa', 'Shinobu Aoyagi', 'Shinobu Aoyagi', 'Haruka Omachi', 'Haruka Omachi', 'Katsuma Ishino', 'Katsuma Ishino', 'Makiko Nishino', 'Makiko Nishino', 'Jeremy Rio', 'Jeremy Rio', 'Chris Ewels', 'Chris Ewels', 'Hisanori Shinohara', 'Hisanori Shinohara']","['Synthesis of Materials', 'Organic Chemical Synthesis', 'Physical Chemistry not elsewhere classified', 'Nanotechnology not elsewhere classified']","['metallofullerenes', 'gadolinium', 'x-ray crystallography analysis', 'density functional calculations']","xyz structure file of DFT optimised Gd@C74(CF3) molecule, first regioisomer / second regioisomer",.xyz,,,,,,,,,
176,Putative global minima for hydrated chlorate ions with 1-20 water molecules. from Isomers and energy landscapes of micro-hydrated sulfite and chlorate clusters,"['by John C. Hey Emily J. Doyle Yuting Chen Roy L. Johnston', 'John C. Hey', 'John C. Hey', 'Emily J. Doyle', 'Emily J. Doyle', 'Yuting Chen', 'Yuting Chen', 'Roy L. Johnston', 'Roy L. Johnston']","['Environmental Chemistry', 'Astrophysics', 'Planetary Science', 'Atmospheric Sciences not elsewhere classified', 'Physical Chemistry not elsewhere classified', 'Theoretical and Computational Chemistry not elsewhere classified']","['sulfite', 'chlorate', 'water', 'gas-phase', 'hydration', 'nucleation']",Putative GM structures and energies in kcal/mol for chlorate ions with 1-20 water molecules in XYZ format.,.xyz,,,,,,,,,
177,Computational models for kaolinite nano-particles (Generations 1-3) and their comprehensive FTIR spectra,"['by Robert K Szilagyi Erzsebet Horvath Attila Taborosi Balazs Zsirka', 'Robert K Szilagyi', 'Robert K Szilagyi', 'Erzsebet Horvath', 'Erzsebet Horvath', 'Attila Taborosi', 'Attila Taborosi', 'Balazs Zsirka', 'Balazs Zsirka']","['Biophysics', 'Physical Sciences not elsewhere classified', 'Medicine', 'Biotechnology', 'Chemical Sciences not elsewhere classified', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified']","['kaolinite nanoparticles', 'exfoliated clay', 'molecular cluster model', 'semi-empirical methods', 'density functional theory', 'FTIR spectroscopy', 'FTIR deconvolution', 'vibrational analysis']","The dataset contains a large number of computational models and detailed spectral comparison, fitting, and deconvolution of a large set of FTIR data for crystalline and exfoliation kaolinite, nano-kaolinite and halloysite, nano-halloysite samples.
The G1.xyz, G2.xyz, and G3.xyz files contain the initial structures for the first three generations of nano-kaolinite molecules.
The compressed folder SVP-def2TZVP.zip contains the structural information relevant for comparing and contrasting the performance a double-zeta (SVP) and triple-zeta (TZVP) basis sets.
The edge_protonation.zip folder guides the reader through the stepwise evaluation of various edge protonation models and shows the final converged results.
The full_optimization.zip folder summarizes the stationary structure calculations at various levels of theory carried out for the G2 model.
 ",.xyz,,,,,,,,,
178,"3 gold junctions, varying crystal plane","['by Kasper Primdal Lauritzen', 'Kasper Primdal Lauritzen']",['Computational Chemistry'],"['gold nanowire', 'geometry optimization', 'Atomic Simulation Enviroment']","xyz files of 3 different initial gold structures. They differ mainly in the direction of the junction compared to the crystal planes (100), (110), (111)",.xyz,,,,,,,,,
179,Gd@C74(CF3)3 from Isolation and structure determination of missing fullerenes Gd@C74(CF3)n through in situ trifluoromethylation,"['by Ayano Nakagawa Shinobu Aoyagi Haruka Omachi Katsuma Ishino Makiko Nishino Jeremy Rio Chris Ewels Hisanori Shinohara', 'Ayano Nakagawa', 'Ayano Nakagawa', 'Shinobu Aoyagi', 'Shinobu Aoyagi', 'Haruka Omachi', 'Haruka Omachi', 'Katsuma Ishino', 'Katsuma Ishino', 'Makiko Nishino', 'Makiko Nishino', 'Jeremy Rio', 'Jeremy Rio', 'Chris Ewels', 'Chris Ewels', 'Hisanori Shinohara', 'Hisanori Shinohara']","['Synthesis of Materials', 'Organic Chemical Synthesis', 'Physical Chemistry not elsewhere classified', 'Nanotechnology not elsewhere classified']","['metallofullerenes', 'gadolinium', 'x-ray crystallography analysis', 'density functional calculations']",xyz structure file of DFT optimised Gd@C74(CF3)3 molecule,.xyz,,,,,,,,,
180,Low energy minima in the sulfite + 8H2O landscape from Isomers and energy landscapes of micro-hydrated sulfite and chlorate clusters,"['by John C. Hey Emily J. Doyle Yuting Chen Roy L. Johnston', 'John C. Hey', 'John C. Hey', 'Emily J. Doyle', 'Emily J. Doyle', 'Yuting Chen', 'Yuting Chen', 'Roy L. Johnston', 'Roy L. Johnston']","['Environmental Chemistry', 'Astrophysics', 'Planetary Science', 'Atmospheric Sciences not elsewhere classified', 'Physical Chemistry not elsewhere classified', 'Theoretical and Computational Chemistry not elsewhere classified']","['sulfite', 'chlorate', 'water', 'gas-phase', 'hydration', 'nucleation']",Structures and energies in kcal/mol for pictured low energy minima in the landscape for sulfite ions with 8 water molecules in XYZ format.,.xyz,,,,,,,,,
181,Gd@C74(CF3)-1 from Isolation and structure determination of missing fullerenes Gd@C74(CF3)n through in situ trifluoromethylation,"['by Ayano Nakagawa Shinobu Aoyagi Haruka Omachi Katsuma Ishino Makiko Nishino Jeremy Rio Chris Ewels Hisanori Shinohara', 'Ayano Nakagawa', 'Ayano Nakagawa', 'Shinobu Aoyagi', 'Shinobu Aoyagi', 'Haruka Omachi', 'Haruka Omachi', 'Katsuma Ishino', 'Katsuma Ishino', 'Makiko Nishino', 'Makiko Nishino', 'Jeremy Rio', 'Jeremy Rio', 'Chris Ewels', 'Chris Ewels', 'Hisanori Shinohara', 'Hisanori Shinohara']","['Synthesis of Materials', 'Organic Chemical Synthesis', 'Physical Chemistry not elsewhere classified', 'Nanotechnology not elsewhere classified']","['metallofullerenes', 'gadolinium', 'x-ray crystallography analysis', 'density functional calculations']","xyz structure file of DFT optimised Gd@C74(CF3) molecule, first regioisomer / second regioisomer",.xyz,,,,,,,,,
182,Computational analysis of the reaction mechanism of Cu(I)-catalyzed reactions: single-point energies,"['by Pedro Silva', 'Pedro Silva']","['http://rsos.royalsocietypublishing.org/content/3/2/150582', 'Computational Chemistry']","['copper-catalyzed reactions', 'reaction mechanism', 'computational chemistry']","single-point inputs and outputs

Excel table and coordinates in .xyz format are available at dx.doi.org/10.6084/m9.figshare.2073322",.xyz,,,,,,,,,
183,Low energy minima in the chlorate + 8H2O landscape from Isomers and energy landscapes of micro-hydrated sulfite and chlorate clusters,"['by John C. Hey Emily J. Doyle Yuting Chen Roy L. Johnston', 'John C. Hey', 'John C. Hey', 'Emily J. Doyle', 'Emily J. Doyle', 'Yuting Chen', 'Yuting Chen', 'Roy L. Johnston', 'Roy L. Johnston']","['Environmental Chemistry', 'Astrophysics', 'Planetary Science', 'Atmospheric Sciences not elsewhere classified', 'Physical Chemistry not elsewhere classified', 'Theoretical and Computational Chemistry not elsewhere classified']","['sulfite', 'chlorate', 'water', 'gas-phase', 'hydration', 'nucleation']",Structures and energies in kcal/mol for pictured low energy minima in the landscape for chlorate ions with 8 water molecules in XYZ format.,.xyz,,,,,,,,,
184,Consists of a .xyz file of individual trees from MLS of dataset 1.,"['by Mónica Herrero-Huerta Roderik Lindenbergh Pablo Rodríguez-Gonzálvez', 'Mónica Herrero-Huerta', 'Mónica Herrero-Huerta', 'Roderik Lindenbergh', 'Roderik Lindenbergh', 'Pablo Rodríguez-Gonzálvez', 'Pablo Rodríguez-Gonzálvez']","['Cell Biology', 'Biotechnology', 'Environmental Sciences not elsewhere classified', 'Chemical Sciences not elsewhere classified', 'Ecology', 'Biological Sciences not elsewhere classified', 'Mathematical Sciences not elsewhere classified', 'Plant Biology']","['crown Base Height', 'Principal Component Analysis', 'DBH', 'Automatic tree parameter extraction', 'tree location coordinates', 'correlation R 2 value', 'Mobile LiDAR System', 'road 750 m', 'RANSAC', 'height bins', 'α- shape methods']",(XYZ),.xyz,,,,,,,,,
185,Data for: Influence of CaO on structural features of polyphosphate P2O5-Fe2O3-FeO glasses by molecular dynamics simulations,"['by Paweł Goj Paweł Stoch', 'Paweł Goj', 'Paweł Goj', 'Paweł Stoch', 'Paweł Stoch']","['Materials Science', 'Glass', 'Computer Simulation']","['Materials Science', 'Glass', 'Computer Simulation']","XYZ files containing structures of P2O5-Fe2O3-FeO-CaO glasses at 300K from MD Simulations. General formula of glasses: (100-x)(0.55P2O5-0.3Fe2O3-0.15FeO)-xCaO mol. % where x = 5, 10, ... 60.",.xyz,,,,,,,,,
186,Liquidity ratios for XYZ,"['by Kay Davey Rod Shaw', 'Kay Davey', 'Rod Shaw']",['International and Development Communication'],"['WEDC', 'Technical', 'Water utilities management']",Liquidity ratios for XYZ,.xyz,,,,,,,,,
187,Hydrogen diffusion around a Si(001)/Si(110) corner,"['by David Bowler', 'David Bowler']","['http://arxiv.org/abs/1404.1769', 'Condensed Matter Physics']","['H diffusion', 'Si(110)', 'Si(001)']","Coordinate files and XYZ files for hydrogen diffusion around a corner on nanopillar on Si(001).
  Paper available at:
http://arxiv.org/abs/1404.1769
Accepted in J. Phys.:Condens. Matter",.xyz,,,,,,,,,
188,Efficiency ratios for XYZ,"['by Kay Davey Rod Shaw', 'Kay Davey', 'Rod Shaw']",['International and Development Communication'],"['WEDC', 'Technical', 'Water utilities management']",Efficiency ratios for XYZ,.xyz,,,,,,,,,
189,SEDEX2 Topographic and Bathymetric Data,"['by Nick Cohn', 'Nick Cohn']",['Geomorphology and Regolith and Landscape Evolution'],"['coastal', 'beach', 'dune', 'bathymetry', 'topography']","Cross-shore transect data collected with backpack based real-time kinematic GPS was collected of the beach and dune at intervals of daily to ~monthly as part of the Sandbar Aeolian Dune Exchange Experiment (SEDEX2) in Oysterville, WA, USA. Bathymetric data is also provided from Oysterville, WA which was collected using the Coastal Profiling System (Ruggiero et al., 2005).

Landscape measurements published here are from a single cross-shore transect (SEDEX2 Line 17) in XYZ format. The XYZ data represents point data in the Washington State Plane (meters) horizontal coordinate system and a vertical datum of NAVD88 (m), with the date of data collection described within the filename.",.xyz,,,,,,,,,
190,"Data used in the paper ""The minimum scale of grooving on a recently ruptured limestone fault""","['by Okamoto, Kristina Brodsky, Emily', 'Okamoto, Kristina', 'Okamoto, Kristina', 'Brodsky, Emily', 'Brodsky, Emily']","['Biophysics', 'Biochemistry', 'Cell Biology', 'Environmental Sciences not elsewhere classified', 'Chemical Sciences not elsewhere classified', 'Ecology', 'Biological Sciences not elsewhere classified', 'Marine Biology', 'Inorganic Chemistry', 'Science Policy', 'Infectious Diseases', 'Plant Biology']","['Corona Heights data', 'RMS height', 'Mt', 'Monte Carlos RMS analysis', 'xyz files', 'Vettoretto fault surface', 'length scales', 'Corona Heights fault', 'length scale', 'H 2. dx', 'matlab structures']","There are two types of data presented: matlab structures and xyz files.
We include two matlab structures of the results of our analysis, one for the Mt. Vettoretto fault and one for the Corona Heights fault. They have the following 9 fields:
div_x: The length scale where parallel and perpendicular roughness in respect to the striations converge. This is also known as the minimum scale of grooving or the critical length scale, Lc.
div_y: The RMS height where parallel and perpendicular roughness converge.
L1 and L2: The length scales in parallel and perpendicular directions.
H1 and H2: The RMS height along the length scales in parallel and perpendicular directions. If L1 is in the parallel direction then H1 is also in the parallel direction.
Z: The gridded topographic map that is used in the Monte Carlos RMS analysis to then calculate L1, L2, H1, and H2.
dx: The spacing of the gridded data points in the gridded topographic map.
FileName: The name of the original xyz scan for the Mt. Vettoretto data. For the Corona Heights data, the name of the files given to me by T. Candela.
The xyz files presented are white light interferometer and structure from motion scans of the Mt. Vettoretto fault surface. They correspond to the ""FileName"" field of the MtVet_MinScaleRMS.mat file.",.xyz,,,,,,,,,
191,Iridium DMSO driver calculations,"['by Benjamin M Ridgway Florencia Di Salvo Ana Foi Fabio Doctorovich Rodrigo S. Corrêa Javier Ellena', 'Benjamin M Ridgway', 'Florencia Di Salvo', 'Florencia Di Salvo', 'Ana Foi', 'Ana Foi', 'Fabio Doctorovich', 'Fabio Doctorovich', 'Rodrigo S. Corrêa', 'Rodrigo S. Corrêa', 'Javier Ellena', 'Javier Ellena']","['Crystallography', 'Computational Chemistry', 'Inorganic Chemistry']","['DMSO', 'coordination chemistry', 'conformer']","Input and output files and XYZ coordinates from driver calculations on the trans-bis(DMSO)tetrachloroiridate anion. The effect of rotation of one DMSO ligand about the Ir–S axis is investigated by DFT. B3LYP-D def2-svp on all atoms but Ir, which was treated with the Stuttgart-Dresden ECP and def2-tzvp for the valence electrons.",.xyz,,,,,,,,,
