accessRights,authors,containerURI,dataTypes,dateAvailable,description,doi,externalSubjectAreas,institutions,keywords,method,publicationDate,source,title,type_cont,version
https://www.elsevier.com/about/policies/open-access-licenses/elsevier-user-license/cpc-license/,Peter Krüger|Mathias Lüke|Angelika Szameit,https://data.mendeley.com/datasets/mj9yyy95jv,DATASET|FILE_SET,1991-01-01,"Abstract 
 SIMLYS is a tool to aid in the analysis of molecular dynamics, Monte Carlo and other simulations. Its purpose is twofold: it is a system performing the actual analysis and it serves as a shell to integrate new analysis functions. SIMLYS allows one to analyse the results from various simulations, as for example from proteins or polymers, by using the trajectories. The program is separated into modules performing the input/output, building the interface to the user, preparing the coordinates an...
 
 Title of program: SIMLYS
 Catalogue Id: ABZD_v1_0
 
 Nature of problem 
 The trajectories of molecular dynamics simulations are generally saved in form of atomic coordinates. Using the coordinates and velocities static and dynamic quantities can be calculated, as for example positional differences, fluctuations or a time series of angle movements.
 
 Versions of this program held in the CPC repository in Mendeley Data
 ABZD_v1_0; SIMLYS; 10.1016/0010-4655(91)90108-W
 ABZD_v2_0; SIMLYS 2.0; 10.1016/0010-4655(92)90153-P
 
 This program has been imported from the CPC Program Library held at Queen's University Belfast (1969-2018)",10.17632/mj9yyy95jv.1,Surface Science|Condensed Matter Physics|Biological Sciences|Computational Physics|Molecular Biology,,Surface Science|Condensed Matter Physics|Biological Sciences|Computational Physics|Molecular Biology,,1991-01-01,MENDELEY_DATA,SIMLYS — a software package for trajectory analysis of molecular dynamics simulations ,article,1
http://opensource.org/licenses/MIT,Christos Dimitroulis|Theophanes Raptis|Vasilios Raptis,https://data.mendeley.com/datasets/xfjbrg4mrc,DATASET|FILE_SET,2015-12-01,"This program has been imported from the CPC Program Library held at Queen's University Belfast (1969-2018)

Abstract 
We present an application for the calculation of radial distribution functions for molecular centres of mass, based on trajectories generated by molecular simulation methods (Molecular Dynamics, Monte Carlo). When designing this application, the emphasis was placed on ease of use as well as ease of further development. In its current version, the program can read trajectories generated by the well-known DL_POLY package, but it can be easily extended to handle other formats. It is also very ea...

Title of program: Polyana
Catalogue Id: AEXP_v1_0

Nature of problem 
Computation of radial distribution functions of molecular centres of mass in systems subjected to Periodic Boundary Conditions.

Versions of this program held in the CPC repository in Mendeley Data
AEXP_v1_0; Polyana; 10.1016/j.cpc.2015.08.011

",10.17632/xfjbrg4mrc.1,Surface Science|Condensed Matter Physics|Computational Physics|Computational Method,,Surface Science|Condensed Matter Physics|Computational Physics|Computational Method,,2015-12-01,MENDELEY_DATA,POLYANA—A tool for the calculation of molecular radial distribution functions based on Molecular Dynamics trajectories ,article,1
http://creativecommons.org/licenses/by/4.0,Dmitri Kireev|Yi An,https://data.mendeley.com/datasets/g6m4x83hcd,OTHER|IMAGE|DATASET,2018-07-15,Molecular dynamics trajectories of IP7 traveling from the capture site of PPIP5K2 to the catalytic site,10.17632/g6m4x83hcd.1,Molecular Dynamics,,Molecular Dynamics,,2018-07-15,MENDELEY_DATA,PPIP5K2 MD dataset 1,article,1
CC BY 4.0,"Rauscher, Sarah|Pomès, Régis",https://doi.org/10.6084%2Fm9.figshare.5532214.v1,DATASET,,"This binary file is provided as supplementary material for a
research article on the structure and self-assembly of elastin-like peptides
(1). It was generated by the molecular dynamics program GROMACS, version 4.6
(2). It contains the last microsecond of a 5-microsecond molecular dynamics
trajectory of 27 (GVPGV)7 peptides in water. See ref. 1 for details.(1) S. Rauscher and R. Pomès. The liquid structure of
elastin. eLife, in press (2017). DOI: 10.7554/eLife.26526(2) Hess, B., Kutzner, C., van der Spoel, D. &amp;
Lindahl, E. GROMACS 4:  Algorithms for Highly Efficient, Load-Balanced,
and Scalable Molecular Simulation. J. Chem. Theory Comput. 4,
435–447 (2008). DOI: 10.1021/ct700301q",10.6084/m9.figshare.5532214.v1,Structural Biology|Biophysics|Computational  Biology,,,,2017-01-01,figshare.ars,Microsecond-long molecular dynamics trajectory of an aggregate of elastin-like peptides in water,,
info:eu-repo/semantics/openAccess,"Caro, M.A.",https://zenodo.org/record/567867,DATASET|FILE_SET,2017-04-25,"These are Gromacs trajectories, 20 ps each, with MD information corresponding to pure water (one trajectory), methanol (one trajectory), and 2:1 molar mixtures of the two (10 trajectories). The pure water system contains 800 molecules, pure methanol contains 400 molecules, and each of the mixtures contains 400 water molecules and 200 methanol molecules. The force field employed is OPLS and water was simulated with the rigid SPCE model.


These trajectories are made available with the main purpose of being used to run one of the DoSPT tutorials:


http://dospt.org/index.php/Tutorial_2:_entropy_of_mixing_of_methanol%2Bwater
",10.5281/zenodo.567867,"molecular dynamics, liquid mixtures, gromacs, dospt",,"molecular dynamics, liquid mixtures, gromacs, dospt",,2017-04-25,ZENODO,Methanol-water mixtures obtained with the OPLS force field and SPCE water model,article,
http://creativecommons.org/licenses/by/4.0,Dmitri Kireev,https://data.mendeley.com/datasets/ym56ts79h7,OTHER|IMAGE|DATASET,2018-07-17,"Molecular dynamics trajectories of 2,5-di-O-Bn-IP4 in the capture site of PPIP5K2",10.17632/ym56ts79h7.1,Molecular Dynamics,,Molecular Dynamics,,2018-07-17,MENDELEY_DATA,PPIP5K2 MD dataset 2,article,1
info:eu-repo/semantics/openAccess,"Miettinen, Markus S.",https://zenodo.org/record/51635,OTHER|DATASET,2019-11-01,"System: DMPC (dimyristoylphosphatidylcholine) bilayer in water.

Number of lipids: 128.
Number of waters: 5097.

Lipid model: 'Berger' united-atom [Biophys. J. 72 2002 (1997)].
Water model: SPC [In Intermolecular Forces, ed. Pullman. 331 (1981)].

Simulation engine: Gromacs 3.x [www.gromacs.org]

Trajectory length: 110 ns.
Previously equilibrated for: 20 ns.
Sampling rate: every 10 ps.

Time integration step: 2 fs.

Thermodynamic ensemble: NpT. 
Temperature coupling: 'Berendsen' [J. Chem. Phys. 81 3684 (1984)] with lipids and water coupled separately at T = 323 K.
Pressure coupling: 'Berendsen' [J. Chem. Phys. 81 3684 (1984)] with xy and z coupled separately at p = 1.0 bar.

Electrostatics: PME [J. Chem. Phys. 98 10089 (1993); J. Chem. Phys. 103 8577 (1995)], real-space cutoff at 1.0 nm.
Van der Waals: Truncated at 1.0 nm.

Constraints: Covalent bond lengths in lipids using LINCS [J. Comput. Chem. 18 1463 (1997)], in water using SETTLE [J. Comput. Chem. 13 952 (1992)].

Used in publications: [1] Markus S. Miettinen, Andrey A. Gurtovenko, Ilpo Vattulainen, and Mikko Karttunen: ""Ion Dynamics in Cationic Lipid Bilayer Systems in Saline Solutions"". J. Phys. Chem. B 113 9226 (2009). DOI: 10.1021/jp810233q. [2] Markus S. Miettinen: ""Computational Modeling of Cationic Lipid Bilayers in Saline Solutions"". PhD Thesis. Aalto University School of Science and Technology, Helsinki, Finland. (2010). ISBN 978-952-60-3194-1.",10.5281/zenodo.51635,lipid bilayer|Gromacs|DMPC|Molecular Dynamics Simulation,,lipid bilayer|Gromacs|DMPC|Molecular Dynamics Simulation,,2013-10-23,ZENODO,Molecular dynamics simulation trajectory of a fully hydrated DMPC lipid bilayer,article,
info:eu-repo/semantics/openAccess,"Platts, James",https://zenodo.org/record/1289167,DATASET|FILE_SET,2018-06-14,"DL_POLY Classic inputs and trajectories (PDB format) for 3 x free, Cu and Pt simulations",10.5281/zenodo.1289167,"molecular dynamics, ligand field molecular mechanics, amyloid beta, copper, platinum",,"molecular dynamics, ligand field molecular mechanics, amyloid beta, copper, platinum",,2018-06-14,ZENODO,Metal Binding to Amyloid Beta 1-42: A Ligand Field Molecular Dynamics Study,article,
info:eu-repo/semantics/openAccess,"Domicevica, Laura|Koldsø, Heidi|Biggin, Philip C.",https://zenodo.org/record/847637,OTHER|DATASET,2017-08-23,"The topology (gro) and trajectory (xtc)  files for multiscale - coarse-grained (CG) and atomistic (AT)  molecular dynamics simulations of human P-glycoprotein in complex lipid bilayer. The coarse grained simulations are 10 microseconds long and the trajectories have 1 frame saved at every 10 ns, while the atomistic simulations are 100 ns long and have 2 frames saved at every nanosecond. ",10.5281/zenodo.847637,,,,,2017-08-23,ZENODO,Multiscale molecular dynamics simulations of human P-glycoprotein in complex lipid bilayer,article,
info:eu-repo/semantics/openAccess,"Lindahl, Viveca",https://zenodo.org/record/1167656,OTHER|DATASET,2018-02-06,Trajectories and input files corresponding to entries in Supplementary Table S1.,10.5281/zenodo.1167656,enhanced sampling methods|ammonia|molecular dynamics|aquaporin|aquaporin permeability|aquaporin selectivity,,enhanced sampling methods|ammonia|molecular dynamics|aquaporin|aquaporin permeability|aquaporin selectivity,,2018-02-06,ZENODO,"Molecular dynamics simulation trajectory data for ""Permeability and ammonia selectivity in aquaporin TIP2;1: linking structure to function""",article,
,"Glielmo, Aldo|Bianchini, Federico",https://doi.org/10.18742%2Frdm01-92,DATASET,,"The files consist of picoseconds-long canonical (and thermalised) trajectories of 4 metallic crystalline systems. Within each file, positions and forces of all the atom are saved.The time-step was chosen to be 2 fs.The temperature was controlled by a loosely coupled Langevin thermostat.The periodic cell was taken of dimension 4x4x4.Details of each file:Ni_500K.xyz: Nickel, 500K.Ni_1700K.xyz: Nickel, 1700K.Fe_500K.xyz: Iron, 500K.Fe_500K_vac.xyz: Iron, 500K, with a single vacancy.Utility:The data can be used to reproduce the results of the associated publication and for further developments of closely related research.A. Glielmo, P. Sollich, A. De Vita, “Accurate Interatomic Force Fields via Machine Learning with Covariant Kernels”, Physical Review B. Submitted",10.18742/rdm01-92,,,,,2016-01-01,bl.kcl,Ab initio Molecular Dynamics Trajectories of Metallic Systems - Positions and Forces,,
info:eu-repo/semantics/openAccess,"Giorgio, Valentina|Burchell, Victoria|Schiavone, Marco|Bassot, Claudio|Minervini, Giovanni|Petronilli, Valeria|Argenton, Francesco|Forte, Michael|Tosatto, Silvio|Lippe, Giovanna|Bernardi, Paolo",https://zenodo.org/record/438697,OTHER|DATASET,2020-01-24,"ATP synthase molecular dynamics simulations files for T163S mutants of the beta subunit binding calcium:

50ns trajectory (ATPsynth_woh2o_Ca_mut.dcd) and corresponding psf file (ATPsynth_ca_mut.psf)",10.5281/zenodo.438697,ATP synthase|permeability transition|molecular dynamics,,ATP synthase|permeability transition|molecular dynamics,,2017-05-10,ZENODO,"Molecular dynamic trajectory of calcium binding T163S mutant for the article ""Ca 2+ binding to F-ATP synthase β subunit triggers the mitochondrial permeability transition""",article,
info:eu-repo/semantics/openAccess,Ferreira Tiago|Topgaard Daniel|Ollila Samuli,https://zenodo.org/record/20221,OTHER|DATASET,2016-09-12,"Simulation trajectories for the article &quot;Molecular conformation and bilayer pores in a nonionic surfactant lamellar phase studies with 1H-13C solid-state NMR and molecular dynamics simulations&quot; Langmuir 2014, 30 (2), pp 461&ndash;469 http://dx.doi.org/10.1021/la404684r


System: 80 wt% C12E5, T=298K


Other files available: http://dx.doi.org/10.6084/m9.figshare.861071
",10.5281/zenodo.20221,nonionic surfactant molecular dynamics simulation trajectory pores lamellar phase,,nonionic surfactant molecular dynamics simulation trajectory pores lamellar phase,,2015-07-14,ZENODO,"Simulation trajectories for the article ""Molecular conformation and bilayer pores in a nonionic surfactant lamellar phase studies with 13C-1H solid-state NMR and molecular dynamics simulations""",article,
CC BY,"Chodera, John|Hanson, Sonya",https://doi.org/10.6084%2Fm9.figshare.4496795.v1,DATASET,,"This is a one microsecond trajectory of the catalytic domain of the human tyrosine protein kinase ABL1 (UNIPROT:ABL1_HUMAN, residues 242-493). The simulation was generated on Folding@home using OpenMM 6.3.1 with the AMBER99SB-ILDN forcefield, TIP3P water, and neutralizing salt. A Langevin integrator with 2 fs timestep, 300 K temperature, and 1/ps collision rate was used. PME with a nonbonded cutoff of 1.0 nm was used with default tolerance of 5.0e-4. A long-range isotropic dispersion correction was used to correct for the truncation of Lennard-Jones interactions at 1.0 nm. A molecular-scaling Monte Carlo barostat was applied using a 1 atm reference pressure, with MC moves attempted every 50 steps. Coordinates were saved every 250ps, and waters and ions stripped. The trajectory file contains 4000 snapshots. Initial models were generated with Ensembler (see References) using the ABL1 structure from chain B of PDB ID: 2GQG as a template.
Manifest:* run17-clone3.jpg - image of initial simulation snapshot* run17-clone3.pdb - PDB file of initial simulation snapshot* run17-clone3.h5 - MDTraj HDF5 format trajectory
To convert the trajectory, see the MDTraj `mdconvert` command:http://mdtraj.org/latest/mdconvert.html
For information on installing MDTraj, see:http://mdtraj.org/",10.6084/m9.figshare.4496795.v1,Biophysics|Computational  Biology|Cancer,,,,2016-01-01,figshare.ars,Microsecond molecular dynamics simulation of kinase domain of the human tyrosine kinase ABL1,,
CC BY,"Chodera, John|Hanson, Sonya",https://doi.org/10.6084%2Fm9.figshare.4496795,DATASET,,"This is a one microsecond trajectory of the catalytic domain of the human tyrosine protein kinase ABL1 (UNIPROT:ABL1_HUMAN, residues 242-493). The simulation was generated on Folding@home using OpenMM 6.3.1 with the AMBER99SB-ILDN forcefield, TIP3P water, and neutralizing salt. A Langevin integrator with 2 fs timestep, 300 K temperature, and 1/ps collision rate was used. PME with a nonbonded cutoff of 1.0 nm was used with default tolerance of 5.0e-4. A long-range isotropic dispersion correction was used to correct for the truncation of Lennard-Jones interactions at 1.0 nm. A molecular-scaling Monte Carlo barostat was applied using a 1 atm reference pressure, with MC moves attempted every 50 steps. Coordinates were saved every 250ps, and waters and ions stripped. The trajectory file contains 4000 snapshots. Initial models were generated with Ensembler (see References) using the ABL1 structure from chain B of PDB ID: 2GQG as a template.
Manifest:* run17-clone3.jpg - image of initial simulation snapshot* run17-clone3.pdb - PDB file of initial simulation snapshot* run17-clone3.h5 - MDTraj HDF5 format trajectory
To convert the trajectory, see the MDTraj `mdconvert` command:http://mdtraj.org/latest/mdconvert.html
For information on installing MDTraj, see:http://mdtraj.org/",10.6084/m9.figshare.4496795,Biophysics|Computational  Biology|Cancer,,,,2016-01-01,figshare.ars,Microsecond molecular dynamics simulation of kinase domain of the human tyrosine kinase ABL1,,
